INCIDENT NUMBER,EXPOSURE NUMBER,DISPATCH DATE,DISPATCH TIME,INCIDENT TYPE,INCIDENT DESCRIPTION,STREET NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,STREET SUFFIX,FORMATTED STREET,CITY,STATE,ZIP,APARTMENT,CROSS STREET PREFIX,CROSS STREET NAME,CROSS STREET TYPE,CROSS STREET SUFFIX,RURAL,PROPERTY LOSS,CONTENTS LOSS,FIRE SERVICE FATALITY,FIRE SERVICE INJURY,CIVILIAN FATALITY,CIVILIAN INJURY,PROPERTY VALUE,CONTENTS VALUE,ALARMS,SUPPRESSION APPARATUS,SUPPRESSION PERSONNEL,EMS APPARATUS,EMS PERSONNEL,RESCUE APPARATUS,RESCUE PERSONNEL,OTHER APPARATUS,OTHER PERSONNEL,CONTROL DATE,CONTROL TIME,CLEAR DATE,CLEAR TIME,CAUSE OF IGNITION,CAUSE OF IGNITION DESCRIPTION ,GEOLOCATION
15-0001617,0,01/19/2015,08:47:49,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/19/2015,09:06:17,,,
15-0001616,0,01/19/2015,08:37:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,08:57:17,,,
15-0001590,0,01/18/2015,21:27:31,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/18/2015,21:41:59,,,
15-0001612,0,01/19/2015,08:00:55,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/19/2015,08:32:00,,,
15-0001610,0,01/19/2015,07:44:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,07:59:00,,,
15-0001609,0,01/19/2015,07:38:37,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,08:01:59,,,
15-0001608,0,01/19/2015,07:19:43,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,07:47:07,,,
15-0001607,0,01/19/2015,07:15:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,07:32:59,,,
15-0001606,0,01/19/2015,07:07:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,07:16:40,,,
15-0001605,0,01/19/2015,05:35:54,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,05:48:43,,,
15-0001604,0,01/19/2015,05:03:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,05:16:52,,,
15-0001603,0,01/19/2015,03:39:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,03:49:18,,,
15-0001597,0,01/19/2015,00:54:48,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,01:12:41,,,
15-0001677,0,01/19/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/19/2015,20:24:38,,,
15-0001687,0,01/19/2015,00:00:00,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/19/2015,22:44:40,,,
15-0001595,0,01/18/2015,23:40:47,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,23:56:21,,,
15-0001593,0,01/18/2015,22:32:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,23:03:32,,,
15-0001592,0,01/18/2015,21:45:21,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,22:03:52,,,
15-0001586,0,01/18/2015,19:27:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,19:41:34,,,
15-0001585,0,01/18/2015,19:22:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,19:49:15,,,
15-0001584,0,01/18/2015,19:10:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,19:23:30,,,
15-0001582,0,01/18/2015,18:30:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,18:42:11,,,
15-0001580,0,01/18/2015,18:26:10,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,18:48:27,,,
15-0001578,0,01/18/2015,17:41:45,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,18:01:59,,,
15-0001577,0,01/18/2015,17:14:17,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,17:38:23,,,
15-0001575,0,01/18/2015,16:16:34,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/18/2015,16:31:28,,,
15-0001572,0,01/18/2015,15:33:42,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,15:43:59,,,
15-0001569,0,01/18/2015,14:08:38,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,14:26:24,,,
15-0001567,0,01/18/2015,13:40:28,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,13:49:32,,,
15-0001565,0,01/18/2015,13:23:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,13:36:55,,,
15-0001564,0,01/18/2015,13:21:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,13:39:49,,,
15-0001563,0,01/18/2015,13:16:59,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,13:43:14,,,
15-0001562,0,01/18/2015,13:15:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,13:28:47,,,
15-0001560,0,01/18/2015,12:20:18,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01/18/2015,12:28:04,01/18/2015,12:38:47,,,
15-0001559,0,01/18/2015,12:11:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,12:25:30,,,
15-0001557,0,01/18/2015,11:55:43,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,12:17:52,,,
15-0001556,0,01/18/2015,11:00:18,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,11:09:25,,,
15-0001555,0,01/18/2015,10:55:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,11:30:54,,,
15-0001554,0,01/18/2015,10:45:13,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/18/2015,11:10:21,,,
15-0001553,0,01/18/2015,10:40:30,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/18/2015,10:51:00,,,
15-0001552,0,01/18/2015,10:39:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,10:57:19,,,
15-0001551,0,01/18/2015,10:06:13,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,10:26:06,,,
15-0001549,0,01/18/2015,09:43:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,09:57:15,,,
15-0001545,0,01/18/2015,08:53:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,09:03:01,,,
15-0001542,0,01/18/2015,07:29:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,07:41:59,,,
15-0001541,0,01/18/2015,07:24:06,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,07:43:28,,,
15-0001540,0,01/18/2015,07:14:11,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,07:27:22,,,
15-0001538,0,01/18/2015,06:23:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/18/2015,06:41:23,,,
15-0001537,0,01/18/2015,05:34:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,06:20:36,,,
15-0001535,0,01/18/2015,05:19:12,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,05:35:23,,,
15-0001533,0,01/18/2015,04:48:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/18/2015,05:07:45,,,
15-0001532,0,01/18/2015,03:51:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/18/2015,04:04:22,,,
15-0001530,0,01/18/2015,03:01:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,03:20:26,,,
15-0001527,0,01/18/2015,02:11:20,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,02:44:00,,,
15-0001526,0,01/18/2015,02:09:32,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/18/2015,02:23:46,,,
15-0001525,0,01/18/2015,01:57:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,02:15:52,,,
15-0001503,0,01/17/2015,20:25:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,20:42:48,,,
15-0001523,0,01/18/2015,01:21:38,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,01:40:49,,,
15-0001522,0,01/18/2015,01:15:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,01:42:05,,,
15-0001519,0,01/18/2015,00:49:20,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/18/2015,00:57:37,,,
15-0001518,0,01/18/2015,00:27:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,00:55:48,,,
15-0001534,0,01/18/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/18/2015,05:22:29,,,
15-0001514,0,01/17/2015,22:57:20,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,23:25:30,,,
15-0001513,0,01/17/2015,22:45:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,23:07:28,,,
15-0001512,0,01/17/2015,22:37:21,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,22:52:59,,,
15-0001511,0,01/17/2015,22:34:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,23:08:46,,,
15-0001510,0,01/17/2015,22:19:10,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/17/2015,22:34:57,,,
15-0001508,0,01/17/2015,22:03:39,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/17/2015,22:12:12,,,
15-0001506,0,01/17/2015,21:56:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,22:08:35,,,
15-0001504,0,01/17/2015,20:42:00,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,20:57:09,,,
15-0001502,0,01/17/2015,20:24:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,20:44:14,,,
15-0001500,0,01/17/2015,20:03:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,20:17:03,,,
15-0001497,0,01/17/2015,19:35:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,19:52:07,,,
15-0001496,0,01/17/2015,19:29:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,19:44:06,,,
15-0001495,0,01/17/2015,19:25:14,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/17/2015,19:44:01,,,
15-0001493,0,01/17/2015,18:53:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,19:13:52,,,
15-0001490,0,01/17/2015,17:48:18,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/17/2015,18:14:03,,,
15-0001489,0,01/17/2015,17:44:57,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,18:24:48,,,
15-0001488,0,01/17/2015,17:38:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,17:51:55,,,
15-0001486,0,01/17/2015,17:24:47,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/17/2015,17:45:04,,,
15-0001485,0,01/17/2015,17:20:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/17/2015,17:34:04,,,
15-0001483,0,01/17/2015,17:04:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,17:22:21,,,
15-0001482,0,01/17/2015,16:55:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,17:10:25,,,
15-0001481,0,01/17/2015,16:43:15,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/17/2015,17:06:56,,,
15-0001480,0,01/17/2015,16:26:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,16:40:48,,,
15-0001479,0,01/17/2015,16:21:57,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,16:34:30,,,
15-0001478,0,01/17/2015,16:19:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,16:36:20,,,
15-0001477,0,01/17/2015,16:14:51,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,16:21:21,,,
15-0001423,0,01/17/2015,02:16:47,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/17/2015,02:28:14,,,
15-0001474,0,01/17/2015,15:36:39,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,15:59:57,,,
15-0001473,0,01/17/2015,15:08:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,15:13:50,,,
15-0001472,0,01/17/2015,15:07:04,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,15:26:47,,,
15-0001469,0,01/17/2015,14:50:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,15:08:06,,,
15-0001467,0,01/17/2015,14:41:53,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/17/2015,15:06:10,,,
15-0001461,0,01/17/2015,13:37:05,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,13:56:18,,,
15-0001460,0,01/17/2015,13:26:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,13:55:57,,,
15-0001459,0,01/17/2015,13:24:49,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,13:48:42,,,
15-0001458,0,01/17/2015,13:14:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,13:40:58,,,
15-0001457,0,01/17/2015,13:09:49,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/17/2015,13:23:23,,,
15-0001455,0,01/17/2015,12:24:52,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,13:11:16,,,
15-0001454,0,01/17/2015,12:06:12,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,12:25:45,,,
15-0001453,0,01/17/2015,11:54:39,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,12:12:30,,,
15-0001451,0,01/17/2015,11:29:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/17/2015,11:48:13,,,
15-0001450,0,01/17/2015,10:47:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,10:58:17,,,
15-0001449,0,01/17/2015,10:47:02,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/17/2015,11:02:31,,,
15-0001447,0,01/17/2015,10:22:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,10:38:20,,,
15-0001446,0,01/17/2015,10:06:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,10:26:26,,,
15-0001444,0,01/17/2015,10:00:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/17/2015,10:18:50,,,
15-0001442,0,01/17/2015,09:46:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,10:00:16,,,
15-0001441,0,01/17/2015,09:40:36,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/17/2015,09:58:58,,,
15-0001440,0,01/17/2015,09:25:13,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,09:43:42,,,
15-0001439,0,01/17/2015,08:30:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,,,01/17/2015,09:01:08,,,
15-0001438,0,01/17/2015,08:14:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,08:25:29,,,
15-0001437,0,01/17/2015,07:39:04,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,08:03:03,,,
15-0001436,0,01/17/2015,07:26:21,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,07:40:01,,,
15-0001435,0,01/17/2015,07:13:18,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,07:25:21,,,
15-0001434,0,01/17/2015,06:53:38,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,07:06:10,,,
15-0001432,0,01/17/2015,05:34:27,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,05:55:33,,,
15-0001430,0,01/17/2015,04:57:11,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,05:11:56,,,
15-0001429,0,01/17/2015,04:34:12,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,04:58:11,,,
15-0001425,0,01/17/2015,02:53:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,03:06:22,,,
15-0001424,0,01/17/2015,02:50:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,03:00:06,,,
15-0001420,0,01/17/2015,01:31:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,01:54:59,,,
15-0001419,0,01/17/2015,01:27:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,01:57:13,,,
15-0001418,0,01/17/2015,00:42:08,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,00:58:44,,,
15-0001417,0,01/17/2015,00:40:39,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/17/2015,00:57:32,,,
15-0001396,0,01/16/2015,18:13:36,300,"Rescue, EMS incident, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,18:29:08,,,
15-0001462,0,01/17/2015,00:00:00,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,14:02:43,,,
